serial_no,bid_no,S.No.,Seller Name,Offered Item,Total Price,Rank,Status,Winner
256,GEM/2025/B/6435189,133,DIRECT JOB INDIA PRIVATE LIMITED Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,134,RABBLE ALLIED SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,135,SHREE BHOMIYAJI TROOPS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,136,DEEPCROWN MANPOWER SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,137,RK INFRASTRUCTURE SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,138,PARI ENTERPRISES ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,139,SECURE RING SECURITY INDIA PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,140,MEENU ENTERPRISES ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,141,KPSA SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,142,DRONACHARYA SEWA TRUST ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,143,SSS SECURITY FORCE (OPC) PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,144,Shree Ram Security Agency ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,145,REGIONAL SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,146,TS MANPOWER SERVICES ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,147,CROWN SECURITY SERVICES REGD ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,148,SHERA SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,149,SYVT INDUSTRIES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,150,sharp key management services llp ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,151,M/S SECURE GUARD SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,152,TBS TOUR AND TRAVELS PRIVATE LIMITED Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,153,CHAMPARAN INFRAPROJECTS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,154,secure facility management services ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,155,OJHA ALL TRADERS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,156,JAGANNATH MANPOWER AND SECURITY SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,157,MANSTAR MANPOWER & FLEET PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,158,TADE TECHNO SOLUTIONS PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,159,NAKSHITA HUMAN RESOURCES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,160,ES SUPPORT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,161,SWAMINARAYAN ENTERPRISE ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,162,checkmate force security & Manpower services ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,163,VIVEK RECRUITMENT CONSULTANT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,164,INDIAN EMPLOYMENT AGENCY ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,165,SANRAKSHAK MANPOWER SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,166,SUPERMAN SECURITY SERVICES PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,167,TOP MANPOWER MANAGMENT SERVICES PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,168,mitra security services ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,169,mass advanced staffing services ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,170,world service ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,171,HCS INDUSTRIAL SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,172,JAI JAWALAJI SECURITY AND MANPOWER SERVICES PRIVATE LIMITED ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,173,Geetanjali Enterprise ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,174,TBS BIOENERGY SYSTEMS LIMITED Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,175,satellite services ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,176,M/s KOMAL SINGH CONTRACTOR AND SUPPLIERS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,177,THIRUMAL SUPORT SERVICE PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,178,KRUNAL ENTERPRISE ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,179,M/s  KSRRO SECURITY MANPOWER  SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,180,DRIVYA SECURITY AND INTELLIGENCE SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,181,NAMDEV ASSOCIATES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,182,Industrial Traders ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,183,KRAFT GEMINI GLOBAL INDIA PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,184,ALPHA ASSOCIATE ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,185,PRH SECURITY GUARD SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,186,JIVANSH HANS PRIVATE LIMITED ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,187,M/S ANSH ENTERPRISES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,188,RUDRA SECURITY & MANPOWER PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,189,SAGAR ENTERPRISES ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,190,AARVEE ENTERPRISE Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,191,RAJENDRA MANAGEMENT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,192,DUDI INFRA & SUPPLIR ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,193,GAURS MANPOWER SERVICES PRIVATE LIMITED ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,194,ADVT INDUSTRIES PRIVATE LIMITED Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,195,NAND HRS LLP ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,196,IDEAL SECURITY & CONSULTANTS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,197,BLAXE SECURITY MANPOWER SOLUTIONS ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,198,AARYA INFOTECH & SECURITY SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,199,MOHIT SERVICE AND SUPPLIERS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,200,JAGDAMBA SECURITY AND SERVICE ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,201,K.P GROUP 9 SECURITY &HOUSEKEEPING SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,202,YES SECURITY & SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,203,Sanmati Service Providers ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,204,E-SOLUTIONS IT SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,205,ACROSPOT SUPER ANTIQUE PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,206,KARMBHUMI ENGINEERING & FACILITY MANAGEMENT PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,207,FRONTSTATIC GLOBAL SERVICES LLP ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,208,ATIREKA SHRAMIKA PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,209,OM SHREE PAWANPUTRA SERVICES Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,210,VENKATESHWAR SECURITY AND MANPOWER SERVICES ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,211,CORPS SECURITY AND MANPOWER SOLUTIONS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,212,GLOBE SECURITY SOLUTIONS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,213,CHOICE MANPOWER SECURITY SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,214,VAMADEVA SERVICES PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,215,INTELLIGENT SECURITY AND ALLIED SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,216,NVA GLOBAL ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,217,M/S MEERA TRADERS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,218,SMVD Group Secure Services Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,219,LAXMI ENTERPRISES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,220,PARTH SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,221,VIDYANANDAN CONSULTANCY SERVICES ( MSE Social Category:ST ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,222,Pihu Manpower Service ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,223,GANGOLI DEVI CONSTRUCTION COMPANY ( MSE Social Category:ST ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,224,AMASS ADVANCED STAFFING SERVICES PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,225,TRUTH SOLUTIONS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,226,M/s Suhani Enterprises ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,227,S V S Secure ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,228,SHRI THAKURJI TRADERS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,229,NKB ENTERPRISES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,230,Tejashiv Manpower Service ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,231,WORK POWER FACILITY MANAGEMENT (OPC) PRIVATE LIMITED Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,232,SUPER SOLUTIONS ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,233,GURU NANAK SECURITY ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,234,PULKIT INDUSTRIAL AND SECURITY SERVICES ( MSE Social Category:ST ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,235,A R ROYAL SERVICES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,236,SHIV COMPUTER EDUCATION CENTER ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,237,SAMRAT SECURITY SERVICES ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,238,EJEE COMPLETE OFFICE SOLUTIONS PRIVATE LIMITED ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,239,AISHWARYESHWAR POINT SERVICE PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,240,STARAS SALES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,241,J K Enterprises ( MSE Social Category:SC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,242,KOLVIN MANAGEMENT SOLUTIONS PRIVATE LIMITED ( MSE Social Category:OBC ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,243,Outsourcing Solutions ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
256,GEM/2025/B/6435189,244,ROYAL CARE ENTERPRISES ( MSE Social Category:General ) Under PMA,Item Categories : Manpower Outsourcing Services - Fixed Remuneration - LECTURER; LECTURER (MATHMATICS); Post Graduate,` 2290950.59,L1,,
